M1,M2,M3,M4,time
0,4,0,0,242
0,6,0,0,243
0,4,0,0,244
0,4,0,0,245
0,5,0,0,246
0,4,0,0,247
0,3,0,0,248
0,2,0,0,249
0,6,0,0,250
0,5,0,0,251
0,3,0,0,252
0,5,0,0,253
0,5,0,0,254
0,1,0,0,255
0,7,0,0,256
0,4,0,0,257
0,1,0,0,258
0,4,0,0,259
0,9,0,0,260
0,4,0,0,261
0,5,0,0,262
0,5,0,0,263
0,2,0,0,264
0,5,0,0,265
0,4,0,0,266
0,3,0,0,267
0,2,0,0,268
0,7,0,0,269
0,6,0,0,270
0,4,0,0,271
0,4,0,0,272
0,5,0,0,273
0,1,0,0,274
0,8,0,0,275
0,4,0,0,276
0,0,0,0,277
0,4,0,0,278
0,7,0,0,279
0,4,0,0,280
0,5,0,0,281
0,5,0,0,282
0,2,0,0,283
0,7,0,0,284
0,4,0,0,285
0,2,0,0,286
0,3,0,0,287
0,6,0,0,288
0,4,0,0,289
0,5,0,0,290
0,4,0,0,291
0,5,0,0,292
0,2,0,0,293
0,7,0,0,294
0,4,0,0,295
0,0,0,0,296
0,4,0,0,297
0,7,0,0,298
0,4,0,0,299
0,5,0,0,300
2,9,4,4,301
2,8,8,6,302
4,9,4,3,303
6,9,8,6,304
8,16,11,7,305
6,7,5,5,306
6,15,7,9,307
8,9,12,10,308
6,8,10,4,309
8,14,7,10,310
8,8,10,14,311
7,13,8,4,312
8,13,9,13,313
4,9,8,18,314
9,15,8,4,315
14,18,20,13,316
8,10,7,4,317
7,13,11,12,318
6,5,10,11,319
6,11,6,4,320
6,14,11,7,321
10,5,8,9,322
8,12,9,4,323
6,12,7,6,324
7,6,8,8,325
7,13,12,3,326
7,10,8,8,327
9,6,6,8,328
6,15,11,5,329
10,8,9,6,330
8,6,8,9,331
6,16,10,10,332
6,9,8,17,333
8,6,10,6,334
6,13,7,8,335
8,9,7,10,336
8,9,12,5,337
8,12,10,7,338
10,8,6,12,339
4,7,11,4,340
8,12,9,11,341
8,9,9,10,342
6,8,7,4,343
8,12,8,13,344
8,8,12,9,345
8,9,8,4,346
8,12,6,7,347
6,6,12,12,348
8,15,8,6,349
8,14,8,14,350
6,5,8,9,351
8,13,8,8,352
8,11,12,13,353
8,6,6,6,354
8,13,7,7,355
6,10,12,9,356
8,7,10,4,357
8,12,8,8,358
6,10,10,11,359
8,6,8,4,360
8,15,10,10,361
8,8,7,11,362
8,6,7,4,363
6,14,12,11,364
8,10,9,10,365
8,6,7,3,366
6,13,11,15,367
8,10,9,10,368
8,6,9,7,369
8,14,7,7,370
8,8,8,7,371
6,8,14,12,372
8,16,10,9,373
8,8,6,6,374
6,7,11,8,375
8,14,9,13,376
8,8,9,3,377
8,9,9,8,378
9,11,8,11,379
4,9,12,5,380
8,9,6,6,381
8,11,7,10,382
6,8,11,4,383
8,10,10,12,384
8,13,8,9,385
8,5,10,3,386
9,12,8,12,387
5,10,11,7,388
6,5,6,8,389
9,12,7,16,390
6,10,11,5,391
10,6,10,15,392
6,13,8,11,393
10,15,10,4,394
8,6,8,7,395
6,18,10,12,396
8,9,7,4,397
7,6,7,12,398
7,13,12,10,399
9,9,10,4,400
7,8,8,17,401
10,8,10,15,402
6,7,9,8,403
10,15,12,6,404
7,5,12,13,405
10,18,13,11,406
8,9,12,5,407
10,7,10,11,408
8,12,12,8,409
10,13,12,10,410
8,12,12,6,411
10,7,12,13,412
8,11,12,14,413
10,25,10,16,414
7,13,12,6,415
18,23,25,12,416
11,11,12,6,417
7,6,12,15,418
11,8,12,10,419
6,10,12,7,420
12,7,14,10,421
6,13,11,7,422
12,4,12,10,423
6,10,9,11,424
12,7,11,5,425
6,7,11,6,426
12,15,11,12,427
6,7,14,11,428
11,21,11,6,429
7,4,12,8,430
10,10,9,17,431
8,13,10,10,432
10,7,12,8,433
8,14,11,17,434
10,6,11,10,435
8,10,11,12,436
10,4,11,8,437
8,10,13,17,438
10,13,9,10,439
8,10,11,7,440
10,13,11,13,441
8,7,14,12,442
9,16,11,12,443
9,7,11,6,444
9,10,11,13,445
10,15,12,10,446
8,8,9,6,447
10,14,11,12,448
8,6,9,6,449
10,12,14,12,450
8,10,11,11,451
10,7,11,11,452
8,13,12,9,453
10,7,12,8,454
8,15,9,11,455
10,5,13,6,456
8,9,11,13,457
10,12,11,13,458
8,7,11,13,459
10,18,11,8,460
8,7,11,8,461
9,12,12,5,462
9,5,9,7,463
9,10,13,6,464
9,10,11,9,465
8,8,13,5,466
9,13,12,13,467
8,6,11,13,468
10,11,9,8,469
8,5,13,10,470
10,13,9,5,471
8,6,13,6,472
10,9,13,5,473
8,11,14,15,474
10,7,12,7,475
8,12,10,8,476
10,6,10,9,477
7,12,12,10,478
12,4,13,8,479
7,11,12,7,480
10,6,13,10,481
7,10,12,14,482
10,8,11,8,483
7,7,12,7,484
10,10,9,4,485
7,7,12,8,486
10,10,9,8,487
7,4,10,7,488
10,10,12,8,489
7,7,14,7,490
12,9,12,13,491
6,8,10,10,492
12,7,10,6,493
6,12,12,5,494
12,6,12,10,495
6,12,10,5,496
12,5,12,6,497
6,12,10,6,498
12,6,11,12,499
6,10,13,7,500
12,9,12,9,501
6,7,12,6,502
12,12,10,9,503
6,6,14,14,504
12,15,12,7,505
6,5,13,10,506
12,11,12,6,507
6,6,13,11,508
12,10,10,14,509
6,11,12,8,510
12,6,10,7,511
6,11,12,5,512
12,6,12,7,513
6,11,12,15,514
12,6,13,7,515
18,16,23,16,516
6,8,12,12,517
12,12,10,9,518
6,6,10,9,519
12,12,13,9,520
6,6,12,10,521
12,12,12,6,522
6,7,13,10,523
12,9,9,18,524
6,4,13,4,525
12,10,13,8,526
6,8,10,10,527
11,8,12,7,528
7,10,13,12,529
11,7,12,9,530
7,9,10,13,531
10,8,12,9,532
8,11,13,7,533
12,4,9,9,534
8,15,13,7,535
10,6,13,10,536
8,9,12,6,537
10,10,11,12,538
8,7,11,11,539
10,16,13,12,540
8,6,12,9,541
10,10,13,7,542
8,5,12,5,543
10,11,12,7,544
8,6,13,11,545
9,9,12,10,546
9,8,12,17,547
9,7,12,8,548
10,12,12,10,549
8,6,10,10,550
10,13,10,6,551
8,5,12,6,552
10,13,10,7,553
8,6,12,15,554
11,9,13,7,555
6,10,10,12,556
12,7,13,10,557
6,12,10,11,558
12,6,10,13,559
7,11,10,10,560
11,5,15,8,561
8,11,10,8,562
10,6,13,10,563
8,9,11,9,564
10,8,13,12,565
8,6,11,18,566
10,13,10,6,567
8,6,12,12,568
10,8,13,11,569
8,6,12,15,570
10,13,14,10,571
8,6,12,15,572
11,8,10,9,573
8,9,12,6,574
12,6,12,5,575
8,11,12,7,576
11,6,13,10,577
8,10,12,6,578
10,6,14,11,579
8,12,11,5,580
9,5,14,9,581
10,8,11,15,582
8,9,15,8,583
10,7,11,13,584
8,11,13,7,585
10,6,10,17,586
10,14,10,9,587
8,7,10,6,588
10,12,14,5,589
7,4,10,6,590
12,9,13,6,591
6,8,10,13,592
12,7,15,15,593
8,9,10,7,594
10,7,10,7,595
8,11,10,7,596
9,7,12,10,597
10,14,10,7,598
8,4,14,8,599
10,11,10,14,600
8,6,12,14,601
11,9,10,9,602
10,9,13,9,603
11,9,9,8,604
10,8,14,10,605
9,9,12,7,606
11,8,10,13,607
10,10,12,9,608
12,8,10,11,609
10,10,13,13,610
10,9,12,11,611
12,11,10,15,612
8,7,12,10,613
10,12,13,13,614
22,19,24,20,615
12,6,12,6,616
8,13,10,14,617
12,6,12,11,618
10,11,13,8,619
12,8,12,10,620
12,10,12,13,621
8,8,13,8,622
12,11,12,7,623
10,7,14,14,624
12,13,10,8,625
9,7,12,6,626
8,11,15,7,627
12,8,9,12,628
10,11,13,10,629
12,9,14,12,630
10,9,12,10,631
10,10,12,7,632
11,9,11,13,633
9,11,13,7,634
11,7,12,12,635
10,14,10,11,636
10,6,12,12,637
12,11,14,6,638
10,8,12,8,639
11,10,10,7,640
8,8,15,12,641
11,12,11,8,642
12,7,13,14,643
8,11,14,5,644
12,7,12,13,645
10,11,13,5,646
12,10,11,10,647
12,9,13,9,648
8,9,12,12,649
12,9,12,7,650
10,13,12,9,651
12,7,14,7,652
10,13,10,11,653
10,6,11,12,654
10,11,14,9,655
9,8,10,10,656
12,10,14,12,657
10,7,12,8,658
10,12,11,11,659
12,7,13,7,660
8,11,10,9,661
12,9,16,6,662
10,9,12,12,663
12,9,12,8,664
12,10,13,10,665
8,12,13,6,666
12,7,11,10,667
10,13,14,8,668
12,6,14,12,669
10,12,10,12,670
10,8,14,11,671
8,10,11,11,672
8,8,11,11,673
11,12,12,7,674
8,7,12,12,675
11,11,15,7,676
12,8,13,10,677
8,12,10,12,678
12,9,11,13,679
10,10,13,6,680
12,10,11,9,681
10,9,13,5,682
10,11,12,8,683
11,7,10,5,684
9,13,12,13,685
10,7,12,6,686
9,11,14,8,687
12,8,12,6,688
10,11,10,12,689
8,7,12,9,690
12,11,14,11,691
10,7,12,7,692
10,11,12,12,693
9,9,14,5,694
10,10,10,12,695
10,9,13,11,696
8,9,12,10,697
11,10,13,6,698
10,8,12,15,699
12,12,12,11,700
10,6,14,11,701
10,5,10,3,702
2,9,6,4,703
4,3,3,2,704
4,0,0,2,705
2,0,0,0,706
0,0,0,0,707
0,0,0,0,708
0,0,0,0,709
0,0,0,0,710
0,0,0,0,711
0,0,0,0,712
0,0,0,0,713
0,0,0,0,714
0,0,0,0,715
0,0,0,0,716
0,0,0,0,717
0,0,0,0,718
0,0,0,0,719
0,0,0,0,720
0,0,0,0,721
0,0,0,0,722
0,0,0,0,723
0,0,0,0,724
0,0,0,0,725
0,0,0,0,726
0,0,0,0,727
0,0,0,0,728
0,0,0,0,729
0,0,0,0,730
0,0,0,0,731
0,0,0,0,732
0,0,0,0,733
0,0,0,0,734
0,0,0,0,735
0,0,0,0,736
0,0,0,0,737
0,0,0,0,738
0,0,0,0,739
0,0,0,0,740
0,0,0,0,741
0,0,0,0,742
0,0,0,0,743
0,0,0,0,744
0,0,0,0,745
0,0,0,0,746
0,0,0,0,747
0,0,0,0,748
0,0,0,0,749
0,0,0,0,750
0,0,0,0,751
0,0,0,0,752
0,0,0,0,753
0,0,0,0,754
0,0,0,0,755
0,0,0,0,756
0,0,0,0,757
0,0,0,0,758
0,0,0,0,759
0,0,0,0,760
0,0,0,0,761
0,0,0,0,762
0,0,0,0,763
0,0,0,0,764
0,0,0,0,765
0,0,0,0,766
0,0,0,0,767
0,0,0,0,768
0,0,0,0,769
0,0,0,0,770
0,0,0,0,771
0,0,0,0,772
0,0,0,0,773
0,0,0,0,774
0,0,0,0,775
0,0,0,0,776
0,0,0,0,777
0,0,0,0,778
0,0,0,0,779
0,0,0,0,780
0,0,0,0,781
0,0,0,0,782
0,0,0,0,783
0,0,0,0,784
0,0,0,0,785
0,0,0,0,786
0,0,0,0,787
0,0,0,0,788
0,0,0,0,789
0,0,0,0,790
0,0,0,0,791
0,0,0,0,792
0,0,0,0,793
0,0,0,0,794
0,0,0,0,795
0,0,0,0,796
0,0,0,0,797
0,0,0,0,798
0,0,0,0,799
0,0,0,0,800
0,0,0,0,801
0,0,0,0,802
0,0,0,0,803
0,0,0,0,804
0,0,0,0,805
0,0,0,0,806
0,0,0,0,807
0,0,0,0,808
0,0,0,0,809
0,0,0,0,810
0,0,0,0,811
0,0,0,0,812
0,0,0,0,813
0,0,0,0,814
0,0,0,0,815
0,0,0,0,816
0,0,0,0,817
0,0,0,0,818
0,0,0,0,819
0,0,0,0,820
0,0,0,0,821
0,0,0,0,822
0,0,0,0,823
0,0,0,0,824
0,0,0,0,825
0,0,0,0,826
0,0,0,0,827
0,0,0,0,828
0,0,0,0,829
0,0,0,0,830
0,0,0,0,831
0,0,0,0,832
0,0,0,0,833
0,0,0,0,834
0,0,0,0,835
0,0,0,0,836
0,0,0,0,837
0,0,0,0,838
0,0,0,0,839
0,0,0,0,840
0,0,0,0,841
0,0,0,0,842
0,0,0,0,843
0,0,0,0,844
0,0,0,0,845
0,0,0,0,846
0,0,0,0,847
0,0,0,0,848
0,0,0,0,849
0,0,0,0,850
0,0,0,0,851
0,0,0,0,852
0,0,0,0,853
0,0,0,0,854
0,0,0,0,855
0,0,0,0,856
0,0,0,0,857
0,0,0,0,858
0,0,0,0,859
0,0,0,0,860
0,0,0,0,861
0,0,0,0,862
0,0,0,0,863
0,0,0,0,864
0,0,0,0,865
0,0,0,0,866
0,0,0,0,867
0,0,0,0,868
0,0,0,0,869
0,0,0,0,870
0,0,0,0,871
0,0,0,0,872
0,0,0,0,873
0,0,0,0,874
0,0,0,0,875
0,0,0,0,876
0,0,0,0,877
0,0,0,0,878
0,0,0,0,879
0,0,0,0,880
0,0,0,0,881
0,0,0,0,882
0,0,0,0,883
0,0,0,0,884
0,0,0,0,885
0,0,0,0,886
0,0,0,0,887
0,0,0,0,888
0,0,0,0,889
0,0,0,0,890
0,0,0,0,891
0,0,0,0,892
0,0,0,0,893
0,0,0,0,894
0,0,0,0,895
0,0,0,0,896
0,0,0,0,897
0,0,0,0,898
0,0,0,0,899
0,0,0,0,900
0,0,2,3,901
0,0,6,6,902
0,0,8,3,903
0,0,8,8,904
0,0,8,11,905
0,0,10,4,906
0,0,8,5,907
0,0,12,15,908
0,0,6,6,909
0,0,8,15,910
0,0,11,9,911
0,0,9,10,912
0,0,10,15,913
0,0,8,5,914
0,0,20,21,915
0,0,8,4,916
0,0,7,8,917
0,0,12,19,918
0,0,8,7,919
0,0,10,14,920
0,0,8,14,921
0,0,7,9,922
0,0,12,7,923
0,0,9,5,924
0,0,10,7,925
0,0,8,14,926
0,0,8,4,927
0,0,12,7,928
0,0,9,12,929
0,0,6,3,930
0,0,12,12,931
0,0,8,8,932
0,0,10,6,933
0,0,6,7,934
0,0,8,6,935
0,0,12,10,936
0,0,10,14,937
0,0,9,4,938
0,0,8,9,939
0,0,8,11,940
0,0,12,4,941
0,0,10,11,942
0,0,8,10,943
0,0,10,7,944
0,0,8,14,945
0,0,12,10,946
0,0,8,14,947
0,0,8,8,948
0,0,11,4,949
0,0,9,10,950
0,0,10,13,951
0,0,7,4,952
0,0,7,9,953
0,0,11,11,954
0,0,9,3,955
0,0,11,10,956
0,0,8,15,957
0,0,8,9,958
0,0,12,7,959
0,0,10,8,960
0,0,8,13,961
0,0,10,10,962
0,0,8,4,963
0,0,13,7,964
0,0,7,13,965
0,0,6,4,966
0,0,12,18,967
0,0,10,10,968
0,0,9,7,969
0,0,8,13,970
0,0,7,6,971
0,0,12,6,972
0,0,10,11,973
0,0,9,4,974
0,0,9,9,975
0,0,8,15,976
0,0,12,4,977
0,0,10,13,978
0,0,7,9,979
0,0,10,7,980
0,0,8,13,981
0,0,12,9,982
0,0,7,5,983
0,0,6,13,984
0,0,13,7,985
0,0,10,13,986
0,0,10,11,987
0,0,7,4,988
0,0,8,8,989
0,0,11,10,990
0,0,9,4,991
0,0,10,8,992
0,0,8,8,993
0,0,8,8,994
0,0,12,10,995
0,0,10,8,996
0,0,8,4,997
0,0,10,14,998
0,0,8,5,999
0,0,12,15,1000
0,0,10,6,1001
0,0,11,5,1002
0,0,9,10,1003
0,0,12,16,1004
0,0,10,10,1005
0,0,10,7,1006
0,0,13,9,1007
0,0,15,15,1008
0,0,10,9,1009
0,0,15,6,1010
0,0,11,6,1011
0,0,12,11,1012
0,0,12,7,1013
0,0,8,10,1014
0,0,20,15,1015
0,0,12,8,1016
0,0,9,5,1017
0,0,11,7,1018
0,0,12,12,1019
0,0,10,7,1020
0,0,17,5,1021
0,0,8,7,1022
0,0,16,6,1023
0,0,10,9,1024
0,0,12,7,1025
0,0,13,6,1026
0,0,10,8,1027
0,0,14,9,1028
0,0,13,6,1029
0,0,11,6,1030
0,0,13,6,1031
0,0,12,15,1032
0,0,10,9,1033
0,0,10,7,1034
0,0,10,10,1035
0,0,12,14,1036
0,0,10,11,1037
0,0,11,6,1038
0,0,12,17,1039
0,0,8,13,1040
0,0,12,8,1041
0,0,11,9,1042
0,0,11,7,1043
0,0,14,5,1044
0,0,10,8,1045
0,0,16,9,1046
0,0,8,6,1047
0,0,13,7,1048
0,0,10,10,1049
0,0,12,7,1050
0,0,10,9,1051
0,0,12,7,1052
0,0,12,5,1053
0,0,11,7,1054
0,0,10,10,1055
0,0,12,6,1056
0,0,12,14,1057
0,0,12,15,1058
0,0,15,7,1059
0,0,11,10,1060
0,0,10,7,1061
0,0,10,4,1062
0,0,15,18,1063
0,0,10,9,1064
0,0,12,6,1065
0,0,12,11,1066
0,0,10,13,1067
0,0,12,7,1068
0,0,11,7,1069
0,0,11,5,1070
0,0,14,4,1071
0,0,10,9,1072
0,0,15,9,1073
0,0,8,6,1074
0,0,14,7,1075
0,0,10,6,1076
0,0,14,7,1077
0,0,12,11,1078
0,0,8,7,1079
0,0,12,9,1080
0,0,10,15,1081
0,0,11,9,1082
0,0,13,19,1083
0,0,10,10,1084
0,0,12,6,1085
0,0,14,15,1086
0,0,10,13,1087
0,0,12,11,1088
0,0,10,4,1089
0,0,12,6,1090
0,0,11,5,1091
0,0,14,8,1092
0,0,12,10,1093
0,0,10,6,1094
0,0,12,7,1095
0,0,9,10,1096
0,0,10,9,1097
0,0,16,6,1098
0,0,9,17,1099
0,0,16,9,1100
0,0,10,7,1101
0,0,12,8,1102
0,0,11,11,1103
0,0,12,12,1104
0,0,9,9,1105
0,0,11,12,1106
0,0,12,9,1107
0,0,13,9,1108
0,0,12,12,1109
0,0,8,6,1110
0,0,12,12,1111
0,0,12,12,1112
0,0,12,10,1113
0,0,13,6,1114
0,0,22,18,1115
0,0,13,11,1116
0,0,10,6,1117
0,0,10,12,1118
0,0,14,10,1119
0,0,12,7,1120
0,0,9,10,1121
0,0,11,9,1122
0,0,12,12,1123
0,0,12,12,1124
0,0,14,6,1125
0,0,10,13,1126
0,0,12,11,1127
0,0,12,11,1128
0,0,12,8,1129
0,0,12,13,1130
0,0,14,10,1131
0,0,12,13,1132
0,0,11,5,1133
0,0,11,12,1134
0,0,12,7,1135
0,0,16,13,1136
0,0,11,7,1137
0,0,8,9,1138
0,0,11,11,1139
0,0,12,10,1140
0,0,14,8,1141
0,0,12,7,1142
0,0,10,8,1143
0,0,12,11,1144
0,0,10,5,1145
0,0,12,10,1146
0,0,12,6,1147
0,0,11,7,1148
0,0,12,9,1149
0,0,13,12,1150
0,0,10,10,1151
0,0,13,6,1152
0,0,13,11,1153
0,0,12,5,1154
0,0,10,6,1155
0,0,11,11,1156
0,0,12,8,1157
0,0,15,8,1158
0,0,11,7,1159
0,0,9,6,1160
0,0,11,12,1161
0,0,12,11,1162
0,0,14,6,1163
0,0,12,7,1164
0,0,10,14,1165
0,0,12,6,1166
0,0,12,10,1167
0,0,12,7,1168
0,0,14,11,1169
0,0,12,13,1170
0,0,12,10,1171
0,0,13,6,1172
0,0,12,13,1173
0,0,12,6,1174
0,0,12,13,1175
0,0,12,6,1176
0,0,8,10,1177
0,0,11,5,1178
0,0,10,8,1179
0,0,13,5,1180
0,0,11,8,1181
0,0,9,5,1182
0,0,11,12,1183
0,0,10,5,1184
0,0,11,9,1185
0,0,14,6,1186
0,0,10,10,1187
0,0,12,12,1188
0,0,12,11,1189
0,0,12,9,1190
0,0,12,6,1191
0,0,12,9,1192
0,0,12,11,1193
0,0,11,12,1194
0,0,10,7,1195
0,0,11,12,1196
0,0,12,7,1197
0,0,12,6,1198
0,0,10,6,1199
0,0,11,5,1200
0,0,13,11,1201
0,0,14,7,1202
0,0,12,11,1203
0,0,13,8,1204
0,0,13,11,1205
0,0,12,6,1206
0,0,12,11,1207
0,0,14,7,1208
0,0,15,12,1209
0,0,10,11,1210
0,0,10,10,1211
0,0,14,7,1212
0,0,12,12,1213
0,0,28,25,1214
0,0,8,11,1215
0,0,14,13,1216
0,0,12,10,1217
0,0,12,8,1218
0,0,12,6,1219
0,0,14,10,1220
0,0,10,6,1221
0,0,13,8,1222
0,0,11,7,1223
0,0,15,11,1224
0,0,12,9,1225
0,0,10,7,1226
0,0,13,14,1227
0,0,12,7,1228
0,0,10,12,1229
0,0,14,7,1230
0,0,14,7,1231
0,0,12,8,1232
0,0,12,12,1233
0,0,14,9,1234
0,0,9,10,1235
0,0,13,10,1236
0,0,14,8,1237
0,0,9,7,1238
0,0,13,11,1239
0,0,14,13,1240
0,0,8,7,1241
0,0,14,11,1242
0,0,14,11,1243
0,0,12,10,1244
0,0,12,13,1245
0,0,11,10,1246
0,0,15,12,1247
0,0,12,8,1248
0,0,10,9,1249
0,0,15,6,1250
0,0,12,10,1251
0,0,10,9,1252
0,0,13,7,1253
0,0,13,11,1254
0,0,12,11,1255
0,0,13,7,1256
0,0,14,9,1257
0,0,12,9,1258
0,0,10,10,1259
0,0,17,14,1260
0,0,12,11,1261
0,0,14,12,1262
0,0,13,9,1263
0,0,8,9,1264
0,0,14,7,1265
0,0,12,7,1266
0,0,12,7,1267
0,0,13,9,1268
0,0,13,9,1269
0,0,11,12,1270
0,0,12,11,1271
0,0,13,6,1272
0,0,15,12,1273
0,0,12,6,1274
0,0,12,12,1275
0,0,15,7,1276
0,0,12,8,1277
0,0,10,16,1278
0,0,14,7,1279
0,0,14,12,1280
0,0,12,11,1281
0,0,11,12,1282
0,0,15,8,1283
0,0,9,12,1284
0,0,13,6,1285
0,0,14,12,1286
0,0,11,6,1287
0,0,15,12,1288
0,0,15,6,1289
0,0,8,11,1290
0,0,13,7,1291
0,0,14,7,1292
0,0,12,9,1293
0,0,12,11,1294
0,0,11,8,1295
0,0,13,10,1296
0,0,12,11,1297
0,0,10,12,1298
0,0,16,9,1299
0,0,12,10,1300
0,0,10,5,1301
0,0,10,8,1302
0,0,4,9,1303
0,0,6,2,1304
0,0,3,4,1305
0,0,0,0,1306
0,0,0,0,1307
0,0,0,0,1308
0,0,0,0,1309
0,0,0,0,1310
0,0,0,0,1311
0,0,0,0,1312
0,0,0,0,1313
0,0,0,0,1314
0,0,0,0,1315
0,0,0,0,1316
0,0,0,0,1317
0,0,0,0,1318
0,0,0,0,1319
0,0,0,0,1320
0,0,0,0,1321
0,0,0,0,1322
0,0,0,0,1323
0,0,0,0,1324
0,0,0,0,1325
0,0,0,0,1326
0,0,0,0,1327
0,0,0,0,1328
0,0,0,0,1329
0,0,0,0,1330
0,0,0,0,1331
0,0,0,0,1332
0,0,0,0,1333
0,0,0,0,1334
0,0,0,0,1335
0,0,0,0,1336
0,0,0,0,1337
0,0,0,0,1338
0,0,0,0,1339
0,0,0,0,1340
0,0,0,0,1341
0,0,0,0,1342
0,0,0,0,1343
0,0,0,0,1344
0,0,0,0,1345
0,0,0,0,1346
0,0,0,0,1347
0,0,0,0,1348
0,0,0,0,1349
0,0,0,0,1350
0,0,0,0,1351
0,0,0,0,1352
0,0,0,0,1353
0,0,0,0,1354
0,0,0,0,1355
0,0,0,0,1356
0,0,0,0,1357
0,0,0,0,1358
0,0,0,0,1359
0,0,0,0,1360
0,0,0,0,1361
